transaction_id,customer_id,segment,sku,product_name,category,supplier,quantity,base_price,unit_price,total_amount,discount_pct,date,month,quarter,payment_terms,source
TXN-000025,CUST-0082,biotech_startup,CHEM-5280343,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",specialty_chemicals,Merck,64,195.95,152.81,9780.11,8.25,2025-06-09,6,Q2,NET15,real_market_simulation
TXN-000026,CUST-0052,biotech_startup,CHEM-4485,"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",specialty_chemicals,Cayman Chemical,12,187.18,198.0,2376.03,8.02,2025-01-29,1,Q1,NET15,real_market_simulation
TXN-000027,CUST-0022,academic_research,CHEM-5362129,"(2S,3aS,6aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-3,3a,4,5,6,6a-hexah",organic_chemicals,Merck,9,282.58,209.74,1887.67,12.68,2025-06-05,6,Q2,NET30,real_market_simulation
TXN-000028,CUST-0092,pharma_enterprise,CHEM-5280863,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one",specialty_chemicals,Thermo Fisher,100,213.37,224.05,22404.5,12.5,2025-03-18,3,Q1,NET45,real_market_simulation
TXN-000029,CUST-0186,contract_research,CHEM-5280445,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",specialty_chemicals,Sigma-Aldrich,100,198.69,193.58,19357.9,11.43,2025-02-03,2,Q1,NET30,real_market_simulation
TXN-000030,CUST-0194,contract_research,CHEM-3364,"6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-a",organic_chemicals,Cayman Chemical,95,241.1,283.5,26932.49,5.93,2024-09-06,9,Q3,NET30,real_market_simulation
TXN-000031,CUST-0176,government_lab,CHEM-439155,"(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoi",organic_chemicals,Merck,29,228.49,180.98,5248.43,16.62,2025-07-30,7,Q3,NET60,real_market_simulation
TXN-000032,CUST-0016,academic_research,CHEM-5090,3-(4-methylsulfonylphenyl)-4-phenyl-2H-furan-5-one,specialty_chemicals,Cayman Chemical,8,249.78,192.66,1541.31,14.3,2025-05-21,5,Q2,NET30,real_market_simulation
TXN-000033,CUST-0070,biotech_startup,CHEM-681,"4-(2-aminoethyl)benzene-1,2-diol",specialty_chemicals,Merck,57,124.12,147.04,8381.12,5.23,2024-09-18,9,Q3,NET15,real_market_simulation
TXN-000034,CUST-0130,pharma_enterprise,CHEM-5280934,"(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid",organic_chemicals,Cayman Chemical,100,197.34,202.8,20280.27,2.13,2024-08-17,8,Q3,NET45,real_market_simulation
TXN-000035,CUST-0028,academic_research,CHEM-4485,"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",specialty_chemicals,Cayman Chemical,11,187.18,157.29,1730.15,11.55,2025-04-03,4,Q2,NET30,real_market_simulation
TXN-000036,CUST-0192,contract_research,CHEM-135398633,"[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] ",specialty_chemicals,Thermo Fisher,100,335.64,316.39,31638.52,10.23,2025-08-03,8,Q3,NET30,real_market_simulation
TXN-000037,CUST-0199,contract_research,CHEM-439155,"(2S)-2-amino-4-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methylsulfanyl]butanoi",organic_chemicals,Merck,100,228.49,186.5,18650.43,9.31,2024-12-28,12,Q4,NET30,real_market_simulation
TXN-000038,CUST-0067,biotech_startup,CHEM-5090,3-(4-methylsulfonylphenyl)-4-phenyl-2H-furan-5-one,specialty_chemicals,VWR,63,187.86,146.01,9198.82,18.18,2025-07-23,7,Q3,NET15,real_market_simulation
TXN-000039,CUST-0047,academic_research,CHEM-5280863,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one",specialty_chemicals,Thermo Fisher,9,213.37,171.39,1542.52,10.75,2024-12-19,12,Q4,NET30,real_market_simulation
TXN-000040,CUST-0059,biotech_startup,CHEM-60823,"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyhe",organic_chemicals,VWR,50,329.41,328.54,16427.03,13.27,2024-10-22,10,Q4,NET15,real_market_simulation
TXN-000041,CUST-0139,pharma_enterprise,CHEM-3364,"6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-a",organic_chemicals,Cayman Chemical,100,241.1,210.17,21016.65,3.14,2024-12-22,12,Q4,NET45,real_market_simulation
TXN-000042,CUST-0143,pharma_enterprise,CHEM-4485,"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",specialty_chemicals,Cayman Chemical,100,187.18,181.92,18191.81,7.44,2024-11-05,11,Q4,NET45,real_market_simulation
TXN-000043,CUST-0032,academic_research,CHEM-5359596,arsenic,specialty_chemicals,Sigma-Aldrich,36,54.3,41.97,1510.98,14.12,2024-12-27,12,Q4,NET30,real_market_simulation
TXN-000044,CUST-0047,academic_research,CHEM-3672,2-[4-(2-methylpropyl)phenyl]propanoic acid,organic_chemicals,Cayman Chemical,12,131.94,103.6,1243.25,17.34,2025-07-14,7,Q3,NET30,real_market_simulation
TXN-000045,CUST-0102,pharma_enterprise,CHEM-681,"4-(2-aminoethyl)benzene-1,2-diol",specialty_chemicals,Merck,100,124.12,119.34,11934.29,8.43,2024-08-21,8,Q3,NET45,real_market_simulation
TXN-000046,CUST-0144,pharma_enterprise,CHEM-5090,3-(4-methylsulfonylphenyl)-4-phenyl-2H-furan-5-one,specialty_chemicals,Cayman Chemical,100,249.78,244.55,24454.65,6.76,2024-11-24,11,Q4,NET45,real_market_simulation
TXN-000047,CUST-0026,academic_research,CHEM-5280343,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",specialty_chemicals,Merck,11,195.95,159.9,1758.85,14.11,2025-04-27,4,Q2,NET30,real_market_simulation
TXN-000048,CUST-0093,pharma_enterprise,CHEM-60823,"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyhe",organic_chemicals,VWR,100,329.41,362.31,36231.33,4.36,2025-01-04,1,Q1,NET45,real_market_simulation
TXN-000049,CUST-0117,pharma_enterprise,CHEM-4485,"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",specialty_chemicals,Cayman Chemical,100,187.18,155.04,15504.21,2.55,2025-06-14,6,Q2,NET45,real_market_simulation
TXN-000050,CUST-0172,government_lab,CHEM-4485,"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",specialty_chemicals,Cayman Chemical,94,187.18,175.83,16528.44,14.6,2025-02-01,2,Q1,NET60,real_market_simulation
TXN-000051,CUST-0090,pharma_enterprise,CHEM-2244,2-acetyloxybenzoic acid,organic_chemicals,Sigma-Aldrich,100,133.98,149.94,14993.88,2.69,2025-01-16,1,Q1,NET45,real_market_simulation
TXN-000052,CUST-0027,academic_research,CHEM-5280863,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one",specialty_chemicals,Thermo Fisher,11,213.37,173.18,1904.93,14.57,2025-07-09,7,Q3,NET30,real_market_simulation
TXN-000053,CUST-0170,government_lab,CHEM-5359596,arsenic,specialty_chemicals,Sigma-Aldrich,100,54.3,52.64,5264.18,11.87,2025-02-03,2,Q1,NET60,real_market_simulation
TXN-000054,CUST-0089,pharma_enterprise,CHEM-135398633,"[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] ",specialty_chemicals,Thermo Fisher,100,335.64,383.54,38353.65,4.77,2025-03-04,3,Q1,NET45,real_market_simulation
TXN-000055,CUST-0080,biotech_startup,CHEM-5281004,"(1S,2S,4R,8S,9S,11S,12S,13R)-11-hydroxy-8-(2-hydroxyacetyl)-9,13-dimethyl-6-propyl-5,7-dioxapentacyc",specialty_chemicals,Sigma-Aldrich,8,300.61,307.15,2457.17,7.11,2025-02-21,2,Q1,NET15,real_market_simulation
TXN-000056,CUST-0134,pharma_enterprise,CHEM-60823,"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyhe",organic_chemicals,VWR,100,329.41,319.43,31943.39,7.65,2024-11-27,11,Q4,NET45,real_market_simulation
TXN-000057,CUST-0026,academic_research,CHEM-681,"4-(2-aminoethyl)benzene-1,2-diol",specialty_chemicals,Merck,11,124.12,88.71,975.81,15.92,2025-06-26,6,Q2,NET30,real_market_simulation
TXN-000058,CUST-0157,government_lab,CHEM-6918485,"4-[2-[(2R,3R)-3-(2,5-difluorophenyl)-3-hydroxy-4-(1,2,4-triazol-1-yl)butan-2-yl]-1,3-thiazol-4-yl]be",specialty_chemicals,Cayman Chemical,100,278.26,213.88,21387.9,14.6,2025-05-09,5,Q2,NET60,real_market_simulation
TXN-000059,CUST-0195,contract_research,CHEM-681,"4-(2-aminoethyl)benzene-1,2-diol",specialty_chemicals,Merck,100,124.12,112.79,11278.52,4.35,2025-04-18,4,Q2,NET30,real_market_simulation
TXN-000060,CUST-0088,pharma_enterprise,CHEM-135398633,"[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] ",specialty_chemicals,Thermo Fisher,100,335.64,296.76,29676.06,1.76,2025-05-30,5,Q2,NET45,real_market_simulation
TXN-000061,CUST-0066,biotech_startup,CHEM-3364,"6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-a",organic_chemicals,Cayman Chemical,94,241.1,208.64,19612.19,8.91,2025-07-07,7,Q3,NET15,real_market_simulation
TXN-000062,CUST-0034,academic_research,CHEM-2244,2-acetyloxybenzoic acid,organic_chemicals,Sigma-Aldrich,19,133.98,127.66,2425.53,23.77,2024-09-27,9,Q3,NET30,real_market_simulation
TXN-000063,CUST-0172,government_lab,CHEM-5280445,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",specialty_chemicals,Sigma-Aldrich,100,198.69,156.88,15688.34,7.11,2025-06-09,6,Q2,NET60,real_market_simulation
TXN-000064,CUST-0016,academic_research,CHEM-3672,2-[4-(2-methylpropyl)phenyl]propanoic acid,organic_chemicals,Cayman Chemical,10,131.94,96.81,968.15,13.67,2025-06-24,6,Q2,NET30,real_market_simulation
TXN-000065,CUST-0056,biotech_startup,CHEM-5281004,"(1S,2S,4R,8S,9S,11S,12S,13R)-11-hydroxy-8-(2-hydroxyacetyl)-9,13-dimethyl-6-propyl-5,7-dioxapentacyc",specialty_chemicals,Sigma-Aldrich,49,300.61,336.32,16479.88,10.5,2024-09-13,9,Q3,NET15,real_market_simulation
TXN-000066,CUST-0080,biotech_startup,CHEM-5280934,"(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid",organic_chemicals,Cayman Chemical,34,197.34,208.83,7100.2,7.98,2025-01-24,1,Q1,NET15,real_market_simulation
TXN-000067,CUST-0019,academic_research,CHEM-2519,"1,3,7-trimethylpurine-2,6-dione",specialty_chemicals,Merck,12,174.93,181.0,2171.98,13.78,2025-03-14,3,Q1,NET30,real_market_simulation
TXN-000068,CUST-0115,pharma_enterprise,CHEM-681,"4-(2-aminoethyl)benzene-1,2-diol",specialty_chemicals,Merck,100,124.12,111.69,11169.31,5.28,2025-04-17,4,Q2,NET45,real_market_simulation
TXN-000069,CUST-0187,contract_research,CHEM-5280343,"2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxychromen-4-one",specialty_chemicals,Merck,100,195.95,226.23,22623.16,7.64,2024-09-30,9,Q3,NET30,real_market_simulation
TXN-000070,CUST-0114,pharma_enterprise,CHEM-60823,"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyhe",organic_chemicals,VWR,100,329.41,386.5,38649.58,2.23,2025-03-04,3,Q1,NET45,real_market_simulation
TXN-000071,CUST-0155,pharma_enterprise,CHEM-6918485,"4-[2-[(2R,3R)-3-(2,5-difluorophenyl)-3-hydroxy-4-(1,2,4-triazol-1-yl)butan-2-yl]-1,3-thiazol-4-yl]be",specialty_chemicals,Cayman Chemical,100,278.26,237.43,23743.04,5.19,2024-12-14,12,Q4,NET45,real_market_simulation
TXN-000072,CUST-0195,contract_research,CHEM-2244,2-acetyloxybenzoic acid,organic_chemicals,Sigma-Aldrich,100,133.98,120.44,12044.1,5.37,2025-07-08,7,Q3,NET30,real_market_simulation
TXN-000073,CUST-0073,biotech_startup,CHEM-2244,2-acetyloxybenzoic acid,organic_chemicals,Sigma-Aldrich,47,133.98,131.98,6202.83,14.34,2024-10-17,10,Q4,NET15,real_market_simulation
TXN-000074,CUST-0175,government_lab,CHEM-5280934,"(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid",organic_chemicals,Cayman Chemical,66,197.34,182.99,12077.64,11.69,2024-08-18,8,Q3,NET60,real_market_simulation
TXN-000075,CUST-0013,academic_research,CHEM-2519,"1,3,7-trimethylpurine-2,6-dione",specialty_chemicals,Merck,8,174.93,143.92,1151.38,13.4,2025-07-15,7,Q3,NET30,real_market_simulation
TXN-000076,CUST-0193,contract_research,CHEM-5362129,"(2S,3aS,6aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-3,3a,4,5,6,6a-hexah",organic_chemicals,Merck,75,282.58,247.28,18545.92,2.77,2025-05-27,5,Q2,NET30,real_market_simulation
TXN-000077,CUST-0052,biotech_startup,CHEM-4485,"dimethyl 2,6-dimethyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate",specialty_chemicals,Cayman Chemical,64,187.18,222.14,14216.88,5.06,2024-09-20,9,Q3,NET15,real_market_simulation
TXN-000078,CUST-0159,government_lab,CHEM-5281004,"(1S,2S,4R,8S,9S,11S,12S,13R)-11-hydroxy-8-(2-hydroxyacetyl)-9,13-dimethyl-6-propyl-5,7-dioxapentacyc",specialty_chemicals,Sigma-Aldrich,73,300.61,228.87,16707.29,15.41,2024-12-25,12,Q4,NET60,real_market_simulation
TXN-000079,CUST-0119,pharma_enterprise,CHEM-6918485,"4-[2-[(2R,3R)-3-(2,5-difluorophenyl)-3-hydroxy-4-(1,2,4-triazol-1-yl)butan-2-yl]-1,3-thiazol-4-yl]be",specialty_chemicals,Cayman Chemical,100,278.26,262.07,26207.22,0.86,2025-04-23,4,Q2,NET45,real_market_simulation
TXN-000080,CUST-0024,academic_research,CHEM-5280445,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",specialty_chemicals,Sigma-Aldrich,13,198.69,165.94,2157.25,12.09,2025-07-22,7,Q3,NET30,real_market_simulation
TXN-000081,CUST-0125,pharma_enterprise,CHEM-60823,"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyhe",organic_chemicals,VWR,100,329.41,325.92,32591.88,5.77,2024-11-21,11,Q4,NET45,real_market_simulation
TXN-000082,CUST-0107,pharma_enterprise,CHEM-5090,3-(4-methylsulfonylphenyl)-4-phenyl-2H-furan-5-one,specialty_chemicals,VWR,100,187.86,218.97,21897.39,2.86,2025-03-30,3,Q1,NET45,real_market_simulation
TXN-000083,CUST-0052,biotech_startup,CHEM-5090,3-(4-methylsulfonylphenyl)-4-phenyl-2H-furan-5-one,specialty_chemicals,Cayman Chemical,23,249.78,228.18,5248.08,13.0,2024-11-19,11,Q4,NET15,real_market_simulation
TXN-000084,CUST-0077,biotech_startup,CHEM-5282102,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]ox",specialty_chemicals,Merck,53,291.16,232.28,12310.73,11.36,2024-12-29,12,Q4,NET15,real_market_simulation
TXN-000085,CUST-0051,biotech_startup,CHEM-60823,"(3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyhe",organic_chemicals,VWR,38,329.41,306.71,11654.91,11.33,2024-11-27,11,Q4,NET15,real_market_simulation
TXN-000086,CUST-0200,contract_research,CHEM-3672,2-[4-(2-methylpropyl)phenyl]propanoic acid,organic_chemicals,Cayman Chemical,100,131.94,129.49,12948.88,14.66,2024-10-07,10,Q4,NET30,real_market_simulation
TXN-000087,CUST-0027,academic_research,CHEM-5281004,"(1S,2S,4R,8S,9S,11S,12S,13R)-11-hydroxy-8-(2-hydroxyacetyl)-9,13-dimethyl-6-propyl-5,7-dioxapentacyc",specialty_chemicals,Sigma-Aldrich,5,300.61,273.4,1367.0,13.38,2024-11-30,11,Q4,NET30,real_market_simulation
TXN-000088,CUST-0044,academic_research,CHEM-3364,"6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-a",organic_chemicals,Cayman Chemical,14,241.1,186.01,2604.13,14.28,2025-05-23,5,Q2,NET30,real_market_simulation
TXN-000089,CUST-0086,biotech_startup,CHEM-2519,"1,3,7-trimethylpurine-2,6-dione",specialty_chemicals,Merck,41,174.93,141.06,5783.63,10.4,2024-12-02,12,Q4,NET15,real_market_simulation
TXN-000090,CUST-0134,pharma_enterprise,CHEM-2244,2-acetyloxybenzoic acid,organic_chemicals,Sigma-Aldrich,100,133.98,109.11,10911.42,4.19,2025-06-16,6,Q2,NET45,real_market_simulation
TXN-000091,CUST-0198,contract_research,CHEM-2519,"1,3,7-trimethylpurine-2,6-dione",specialty_chemicals,Merck,100,174.93,189.07,18907.48,9.93,2025-03-13,3,Q1,NET30,real_market_simulation
TXN-000092,CUST-0065,biotech_startup,CHEM-2519,"1,3,7-trimethylpurine-2,6-dione",specialty_chemicals,Merck,16,174.93,194.93,3118.82,3.1,2025-01-18,1,Q1,NET15,real_market_simulation
TXN-000093,CUST-0172,government_lab,CHEM-3672,2-[4-(2-methylpropyl)phenyl]propanoic acid,organic_chemicals,Cayman Chemical,95,131.94,148.52,14109.25,9.95,2024-09-13,9,Q3,NET60,real_market_simulation
TXN-000094,CUST-0014,academic_research,CHEM-5282102,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]ox",specialty_chemicals,Merck,9,291.16,232.46,2092.16,15.96,2025-04-19,4,Q2,NET30,real_market_simulation
TXN-000095,CUST-0055,biotech_startup,CHEM-2519,"1,3,7-trimethylpurine-2,6-dione",specialty_chemicals,Merck,39,174.93,153.59,5990.05,7.58,2025-07-29,7,Q3,NET15,real_market_simulation
TXN-000096,CUST-0076,biotech_startup,CHEM-5280863,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one",specialty_chemicals,Thermo Fisher,50,213.37,212.26,10612.91,5.26,2024-08-28,8,Q3,NET15,real_market_simulation
TXN-000097,CUST-0082,biotech_startup,CHEM-3672,2-[4-(2-methylpropyl)phenyl]propanoic acid,organic_chemicals,Cayman Chemical,100,131.94,146.39,14638.68,7.54,2025-03-08,3,Q1,NET15,real_market_simulation
TXN-000098,CUST-0080,biotech_startup,CHEM-5280934,"(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid",organic_chemicals,Cayman Chemical,51,197.34,158.07,8061.56,5.76,2025-06-13,6,Q2,NET15,real_market_simulation
TXN-000099,CUST-0182,contract_research,CHEM-5090,3-(4-methylsulfonylphenyl)-4-phenyl-2H-furan-5-one,specialty_chemicals,Cayman Chemical,100,249.78,206.25,20624.76,13.08,2025-07-27,7,Q3,NET30,real_market_simulation
TXN-000100,CUST-0039,academic_research,CHEM-135398633,"[[(2R,3S,4R,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] ",specialty_chemicals,Thermo Fisher,12,335.64,337.51,4050.14,12.56,2024-10-16,10,Q4,NET30,real_market_simulation
