transaction_id,date,customer_id,customer_segment,sku,product_category,quantity,unit_price,total_amount,shipping_cost
TXN-000004,2025-04-29T00:17:00.582006,CUST-0103,pharma_enterprise,LAB-0554,lab_equipment,2,225.41,450.82,85.95
TXN-000004,2025-04-29T00:17:00.582006,CUST-0103,pharma_enterprise,LAB-0248,lab_equipment,17,1141.28,19401.69,25.72
TXN-000004,2025-04-29T00:17:00.582006,CUST-0103,pharma_enterprise,REA-0585,reagents,11,218.63,2404.88,96.86
TXN-000004,2025-04-29T00:17:00.582006,CUST-0103,pharma_enterprise,CHE-0071,chemicals,13,391.51,5089.64,72.97
TXN-000005,2024-11-08T00:17:00.582006,CUST-0181,academic,CHE-0197,chemicals,12,594.05,7128.56,70.01
TXN-000005,2024-11-08T00:17:00.582006,CUST-0181,academic,CHE-0788,chemicals,9,616.99,5552.89,13.9
TXN-000006,2024-12-22T00:17:00.582006,CUST-0165,research_institute,REA-0101,reagents,14,305.04,4270.62,27.65
TXN-000006,2024-12-22T00:17:00.582006,CUST-0165,research_institute,INS-0826,instruments,1,12068.09,12068.09,66.52
TXN-000006,2024-12-22T00:17:00.582006,CUST-0165,research_institute,REA-0962,reagents,13,165.36,2149.62,80.86
TXN-000007,2025-03-07T00:17:00.582006,CUST-0044,pharma_enterprise,LAB-0452,lab_equipment,9,1523.84,13714.53,72.66
TXN-000008,2025-02-09T00:17:00.582006,CUST-0059,pharma_enterprise,CHE-0062,chemicals,2,664.76,1329.51,76.8
TXN-000008,2025-02-09T00:17:00.582006,CUST-0059,pharma_enterprise,LAB-0280,lab_equipment,12,2256.32,27075.79,24.84
TXN-000008,2025-02-09T00:17:00.582006,CUST-0059,pharma_enterprise,INS-0275,instruments,9,9241.92,83177.32,22.03
TXN-000009,2025-03-28T00:17:00.582006,CUST-0033,research_institute,CON-0804,consumables,15,125.83,1887.5,96.1
TXN-000009,2025-03-28T00:17:00.582006,CUST-0033,research_institute,CHE-0695,chemicals,3,185.12,555.36,53.35
TXN-000010,2025-01-28T00:17:00.582006,CUST-0176,pharma_enterprise,CHE-0063,chemicals,16,666.61,10665.76,11.67
TXN-000011,2025-08-03T00:17:00.582006,CUST-0184,research_institute,REA-0441,reagents,16,350.18,5602.84,55.11
TXN-000011,2025-08-03T00:17:00.582006,CUST-0184,research_institute,CON-0249,consumables,15,42.36,635.34,71.33
TXN-000011,2025-08-03T00:17:00.582006,CUST-0184,research_institute,CON-0171,consumables,7,148.36,1038.51,15.74
TXN-000011,2025-08-03T00:17:00.582006,CUST-0184,research_institute,INS-0043,instruments,3,2741.01,8223.03,17.98
TXN-000011,2025-08-03T00:17:00.582006,CUST-0184,research_institute,CHE-0078,chemicals,18,577.78,10400.06,43.92
TXN-000012,2025-06-16T00:17:00.582006,CUST-0113,academic,LAB-0377,lab_equipment,15,1333.52,20002.75,27.64
TXN-000012,2025-06-16T00:17:00.582006,CUST-0113,academic,INS-0355,instruments,3,8235.49,24706.46,49.19
TXN-000012,2025-06-16T00:17:00.582006,CUST-0113,academic,REA-0914,reagents,11,111.87,1230.55,33.59
TXN-000012,2025-06-16T00:17:00.582006,CUST-0113,academic,LAB-0015,lab_equipment,10,1592.15,15921.53,59.02
TXN-000013,2024-09-12T00:17:00.582006,CUST-0099,biotech_startup,LAB-0354,lab_equipment,15,1406.25,21093.73,32.37
TXN-000013,2024-09-12T00:17:00.582006,CUST-0099,biotech_startup,REA-0101,reagents,18,312.75,5629.48,59.21
TXN-000013,2024-09-12T00:17:00.582006,CUST-0099,biotech_startup,CHE-0025,chemicals,4,749.65,2998.6,54.95
TXN-000014,2025-05-06T00:17:00.582006,CUST-0083,biotech_startup,INS-0374,instruments,16,8253.62,132057.86,91.63
TXN-000014,2025-05-06T00:17:00.582006,CUST-0083,biotech_startup,REA-0245,reagents,19,201.61,3830.5,36.13
TXN-000014,2025-05-06T00:17:00.582006,CUST-0083,biotech_startup,CHE-0562,chemicals,12,333.62,4003.41,80.95
TXN-000014,2025-05-06T00:17:00.582006,CUST-0083,biotech_startup,INS-0083,instruments,8,21827.48,174619.81,92.47
TXN-000015,2024-10-24T00:17:00.582006,CUST-0178,research_institute,CON-0155,consumables,5,138.46,692.3,41.87
TXN-000015,2024-10-24T00:17:00.582006,CUST-0178,research_institute,LAB-0921,lab_equipment,8,1718.37,13746.98,79.64
TXN-000015,2024-10-24T00:17:00.582006,CUST-0178,research_institute,LAB-0524,lab_equipment,13,1639.59,21314.62,19.9
TXN-000015,2024-10-24T00:17:00.582006,CUST-0178,research_institute,LAB-0685,lab_equipment,8,1089.2,8713.63,15.52
TXN-000015,2024-10-24T00:17:00.582006,CUST-0178,research_institute,REA-0120,reagents,8,325.44,2603.52,55.58
TXN-000015,2024-10-24T00:17:00.582006,CUST-0178,research_institute,INS-0434,instruments,16,11641.06,186256.9,66.06
TXN-000016,2025-04-11T00:17:00.582006,CUST-0146,pharma_enterprise,REA-0523,reagents,18,400.35,7206.24,58.9
TXN-000016,2025-04-11T00:17:00.582006,CUST-0146,pharma_enterprise,REA-0672,reagents,14,285.8,4001.26,35.56
TXN-000016,2025-04-11T00:17:00.582006,CUST-0146,pharma_enterprise,CON-0960,consumables,14,53.92,754.86,13.26
TXN-000016,2025-04-11T00:17:00.582006,CUST-0146,pharma_enterprise,CHE-0637,chemicals,12,731.65,8779.85,24.37
TXN-000016,2025-04-11T00:17:00.582006,CUST-0146,pharma_enterprise,REA-0762,reagents,13,423.75,5508.75,49.34
TXN-000016,2025-04-11T00:17:00.582006,CUST-0146,pharma_enterprise,REA-0569,reagents,5,257.73,1288.65,98.13
TXN-000017,2024-09-08T00:17:00.582006,CUST-0177,research_institute,CON-0094,consumables,5,62.5,312.51,71.45
TXN-000017,2024-09-08T00:17:00.582006,CUST-0177,research_institute,CHE-0869,chemicals,6,605.03,3630.2,66.31
TXN-000017,2024-09-08T00:17:00.582006,CUST-0177,research_institute,LAB-0813,lab_equipment,13,1268.01,16484.17,82.55
TXN-000017,2024-09-08T00:17:00.582006,CUST-0177,research_institute,REA-0046,reagents,4,165.91,663.63,37.14
TXN-000018,2025-06-19T00:17:00.582006,CUST-0098,biotech_startup,CON-0726,consumables,16,44.1,705.59,35.8
TXN-000019,2025-02-23T00:17:00.582006,CUST-0196,biotech_startup,REA-0143,reagents,6,162.55,975.33,24.72
TXN-000020,2025-08-04T00:17:00.582006,CUST-0022,academic,LAB-0363,lab_equipment,14,1390.7,19469.74,39.28
TXN-000021,2025-04-05T00:17:00.582006,CUST-0082,academic,LAB-0088,lab_equipment,19,877.79,16678.06,83.43
TXN-000021,2025-04-05T00:17:00.582006,CUST-0082,academic,CHE-0839,chemicals,3,133.04,399.11,39.89
TXN-000021,2025-04-05T00:17:00.582006,CUST-0082,academic,REA-0561,reagents,4,162.65,650.6,92.81
TXN-000021,2025-04-05T00:17:00.582006,CUST-0082,academic,LAB-0340,lab_equipment,15,572.96,8594.34,44.79
TXN-000021,2025-04-05T00:17:00.582006,CUST-0082,academic,CON-0079,consumables,16,43.35,693.62,44.03
TXN-000021,2025-04-05T00:17:00.582006,CUST-0082,academic,CHE-0792,chemicals,2,138.67,277.34,70.23
TXN-000022,2025-04-14T00:17:00.582006,CUST-0142,academic,LAB-0753,lab_equipment,16,294.46,4711.32,92.54
TXN-000022,2025-04-14T00:17:00.582006,CUST-0142,academic,REA-0808,reagents,18,421.87,7593.64,81.01
TXN-000022,2025-04-14T00:17:00.582006,CUST-0142,academic,INS-0138,instruments,19,1453.24,27611.51,77.95
TXN-000022,2025-04-14T00:17:00.582006,CUST-0142,academic,REA-0146,reagents,16,250.65,4010.43,88.55
TXN-000023,2024-08-10T00:17:00.582006,CUST-0161,pharma_enterprise,LAB-0710,lab_equipment,2,1972.43,3944.86,20.3
TXN-000023,2024-08-10T00:17:00.582006,CUST-0161,pharma_enterprise,CHE-0134,chemicals,1,857.55,857.55,46.56
TXN-000023,2024-08-10T00:17:00.582006,CUST-0161,pharma_enterprise,CHE-0948,chemicals,6,860.87,5165.24,48.22
TXN-000024,2025-03-23T00:17:00.582006,CUST-0092,pharma_enterprise,INS-0498,instruments,15,2829.65,42444.71,76.54
TXN-000024,2025-03-23T00:17:00.582006,CUST-0092,pharma_enterprise,INS-0436,instruments,6,28232.79,169396.74,77.55
TXN-000024,2025-03-23T00:17:00.582006,CUST-0092,pharma_enterprise,INS-0110,instruments,2,7585.15,15170.29,11.03
TXN-000025,2025-06-15T00:17:00.582006,CUST-0149,research_institute,CON-0500,consumables,15,85.5,1282.46,59.26
TXN-000025,2025-06-15T00:17:00.582006,CUST-0149,research_institute,CON-0409,consumables,9,178.91,1610.19,69.39
TXN-000025,2025-06-15T00:17:00.582006,CUST-0149,research_institute,INS-0698,instruments,6,11762.09,70572.52,15.67
TXN-000026,2025-07-17T00:17:00.582006,CUST-0194,biotech_startup,REA-0822,reagents,12,133.79,1605.48,19.53
TXN-000026,2025-07-17T00:17:00.582006,CUST-0194,biotech_startup,LAB-0736,lab_equipment,16,1793.35,28693.59,32.45
TXN-000026,2025-07-17T00:17:00.582006,CUST-0194,biotech_startup,CON-0472,consumables,9,23.59,212.27,17.12
TXN-000026,2025-07-17T00:17:00.582006,CUST-0194,biotech_startup,LAB-0583,lab_equipment,7,1449.12,10143.82,98.78
TXN-000026,2025-07-17T00:17:00.582006,CUST-0194,biotech_startup,CHE-0313,chemicals,12,58.57,702.83,35.12
TXN-000026,2025-07-17T00:17:00.582006,CUST-0194,biotech_startup,CHE-0666,chemicals,17,493.44,8388.4,91.99
TXN-000026,2025-07-17T00:17:00.582006,CUST-0194,biotech_startup,INS-0093,instruments,18,19694.05,354492.86,50.94
TXN-000027,2024-11-13T00:17:00.582006,CUST-0176,pharma_enterprise,CON-0003,consumables,17,22.99,390.81,15.39
TXN-000027,2024-11-13T00:17:00.582006,CUST-0176,pharma_enterprise,INS-0545,instruments,16,27108.46,433735.38,44.43
TXN-000027,2024-11-13T00:17:00.582006,CUST-0176,pharma_enterprise,CON-0802,consumables,10,53.9,538.96,60.54
TXN-000027,2024-11-13T00:17:00.582006,CUST-0176,pharma_enterprise,CON-0472,consumables,9,32.48,292.35,98.45
TXN-000028,2025-01-19T00:17:00.582006,CUST-0094,academic,LAB-0568,lab_equipment,13,1108.19,14406.49,70.1
TXN-000028,2025-01-19T00:17:00.582006,CUST-0094,academic,CON-0480,consumables,15,159.33,2389.89,96.22
TXN-000028,2025-01-19T00:17:00.582006,CUST-0094,academic,CHE-0074,chemicals,16,344.81,5516.91,85.47
TXN-000028,2025-01-19T00:17:00.582006,CUST-0094,academic,LAB-0736,lab_equipment,12,1397.98,16775.75,98.03
TXN-000028,2025-01-19T00:17:00.582006,CUST-0094,academic,LAB-0858,lab_equipment,8,499.74,3997.9,52.52
TXN-000029,2025-02-23T00:17:00.582006,CUST-0086,biotech_startup,INS-0276,instruments,6,3838.75,23032.49,38.48
TXN-000029,2025-02-23T00:17:00.582006,CUST-0086,biotech_startup,REA-0914,reagents,11,127.41,1401.46,21.65
TXN-000029,2025-02-23T00:17:00.582006,CUST-0086,biotech_startup,CON-0804,consumables,15,144.3,2164.46,88.57
TXN-000029,2025-02-23T00:17:00.582006,CUST-0086,biotech_startup,REA-0178,reagents,2,324.02,648.03,85.68
TXN-000029,2025-02-23T00:17:00.582006,CUST-0086,biotech_startup,LAB-0053,lab_equipment,14,354.26,4959.7,27.87
TXN-000030,2025-03-03T00:17:00.582006,CUST-0149,research_institute,CHE-0562,chemicals,16,371.35,5941.66,40.69
TXN-000030,2025-03-03T00:17:00.582006,CUST-0149,research_institute,CHE-0653,chemicals,1,356.7,356.7,26.12
TXN-000030,2025-03-03T00:17:00.582006,CUST-0149,research_institute,CON-0588,consumables,7,89.83,628.79,61.14
TXN-000030,2025-03-03T00:17:00.582006,CUST-0149,research_institute,CON-0998,consumables,9,99.9,899.06,91.37
TXN-000030,2025-03-03T00:17:00.582006,CUST-0149,research_institute,CHE-0838,chemicals,10,571.52,5715.18,18.88
TXN-000030,2025-03-03T00:17:00.582006,CUST-0149,research_institute,CON-0613,consumables,7,118.3,828.12,36.86
TXN-000030,2025-03-03T00:17:00.582006,CUST-0149,research_institute,CHE-0417,chemicals,7,694.13,4858.92,67.27
TXN-000031,2025-06-28T00:17:00.582006,CUST-0012,biotech_startup,LAB-0267,lab_equipment,8,1640.16,13121.31,78.92
TXN-000031,2025-06-28T00:17:00.582006,CUST-0012,biotech_startup,CHE-0370,chemicals,13,526.23,6840.95,53.64
TXN-000031,2025-06-28T00:17:00.582006,CUST-0012,biotech_startup,INS-0989,instruments,4,5813.28,23253.11,14.98
TXN-000031,2025-06-28T00:17:00.582006,CUST-0012,biotech_startup,CHE-0959,chemicals,14,164.57,2303.94,31.78
TXN-000031,2025-06-28T00:17:00.582006,CUST-0012,biotech_startup,REA-0447,reagents,16,302.5,4839.95,72.6
TXN-000031,2025-06-28T00:17:00.582006,CUST-0012,biotech_startup,INS-0968,instruments,12,6583.25,78999.05,20.59
TXN-000032,2025-04-15T00:17:00.582006,CUST-0071,biotech_startup,LAB-0661,lab_equipment,7,1251.55,8760.86,91.88
TXN-000032,2025-04-15T00:17:00.582006,CUST-0071,biotech_startup,INS-0833,instruments,2,25897.99,51795.98,33.55
TXN-000032,2025-04-15T00:17:00.582006,CUST-0071,biotech_startup,CHE-0478,chemicals,11,653.86,7192.45,74.72
TXN-000032,2025-04-15T00:17:00.582006,CUST-0071,biotech_startup,CHE-0830,chemicals,6,295.47,1772.82,84.93
TXN-000032,2025-04-15T00:17:00.582006,CUST-0071,biotech_startup,INS-0587,instruments,13,6706.39,87183.08,19.92
TXN-000032,2025-04-15T00:17:00.582006,CUST-0071,biotech_startup,LAB-0512,lab_equipment,2,831.4,1662.8,15.9
TXN-000033,2025-04-02T00:17:00.582006,CUST-0103,pharma_enterprise,CON-0726,consumables,16,63.59,1017.52,27.45
TXN-000033,2025-04-02T00:17:00.582006,CUST-0103,pharma_enterprise,CON-0416,consumables,19,65.19,1238.61,16.89
TXN-000033,2025-04-02T00:17:00.582006,CUST-0103,pharma_enterprise,CON-0024,consumables,3,105.92,317.75,91.82
TXN-000033,2025-04-02T00:17:00.582006,CUST-0103,pharma_enterprise,LAB-0963,lab_equipment,8,667.68,5341.43,75.72
TXN-000033,2025-04-02T00:17:00.582006,CUST-0103,pharma_enterprise,REA-0776,reagents,16,483.56,7737.04,95.85
TXN-000034,2025-04-28T00:17:00.582006,CUST-0152,biotech_startup,LAB-0354,lab_equipment,2,1433.9,2867.81,46.45
TXN-000035,2024-12-16T00:17:00.582006,CUST-0186,research_institute,CON-0856,consumables,13,171.63,2231.19,91.52
TXN-000035,2024-12-16T00:17:00.582006,CUST-0186,research_institute,REA-0713,reagents,17,399.88,6798.03,25.8
TXN-000036,2025-01-01T00:17:00.582006,CUST-0172,academic,INS-0183,instruments,7,16585.78,116100.49,28.22
TXN-000036,2025-01-01T00:17:00.582006,CUST-0172,academic,CON-0308,consumables,1,120.21,120.21,31.02
TXN-000036,2025-01-01T00:17:00.582006,CUST-0172,academic,REA-0026,reagents,16,214.4,3430.47,89.05
TXN-000036,2025-01-01T00:17:00.582006,CUST-0172,academic,INS-0845,instruments,5,15341.97,76709.85,30.38
TXN-000036,2025-01-01T00:17:00.582006,CUST-0172,academic,CHE-0608,chemicals,10,340.3,3403.0,56.34
TXN-000037,2024-11-20T00:17:00.582006,CUST-0136,biotech_startup,REA-0844,reagents,8,245.53,1964.24,72.97
TXN-000037,2024-11-20T00:17:00.582006,CUST-0136,biotech_startup,LAB-0267,lab_equipment,16,1841.63,29466.04,26.53
TXN-000037,2024-11-20T00:17:00.582006,CUST-0136,biotech_startup,LAB-0932,lab_equipment,15,252.03,3780.5,69.9
TXN-000037,2024-11-20T00:17:00.582006,CUST-0136,biotech_startup,REA-0491,reagents,14,312.21,4370.88,94.69
TXN-000038,2025-05-02T00:17:00.582006,CUST-0115,research_institute,INS-0497,instruments,13,1865.32,24249.19,39.14
TXN-000038,2025-05-02T00:17:00.582006,CUST-0115,research_institute,LAB-0896,lab_equipment,1,1819.78,1819.78,32.57
TXN-000039,2025-08-01T00:17:00.582006,CUST-0158,biotech_startup,LAB-0796,lab_equipment,12,1516.07,18192.81,38.67
TXN-000039,2025-08-01T00:17:00.582006,CUST-0158,biotech_startup,CON-0779,consumables,9,146.52,1318.67,90.43
TXN-000039,2025-08-01T00:17:00.582006,CUST-0158,biotech_startup,CON-0596,consumables,15,137.76,2066.46,18.99
TXN-000040,2025-02-01T00:17:00.582006,CUST-0136,biotech_startup,REA-0343,reagents,15,104.43,1566.48,78.66
TXN-000040,2025-02-01T00:17:00.582006,CUST-0136,biotech_startup,REA-0770,reagents,12,152.76,1833.11,93.44
TXN-000041,2024-10-01T00:17:00.582006,CUST-0198,research_institute,INS-0191,instruments,10,15351.59,153515.89,17.63
TXN-000041,2024-10-01T00:17:00.582006,CUST-0198,research_institute,REA-0705,reagents,6,345.63,2073.76,99.19
TXN-000041,2024-10-01T00:17:00.582006,CUST-0198,research_institute,CHE-0738,chemicals,12,37.88,454.59,32.29
TXN-000041,2024-10-01T00:17:00.582006,CUST-0198,research_institute,REA-0345,reagents,14,400.82,5611.48,87.86
TXN-000041,2024-10-01T00:17:00.582006,CUST-0198,research_institute,CON-0874,consumables,7,184.93,1294.5,94.05
TXN-000041,2024-10-01T00:17:00.582006,CUST-0198,research_institute,REA-0222,reagents,6,443.64,2661.81,29.14
TXN-000041,2024-10-01T00:17:00.582006,CUST-0198,research_institute,INS-0699,instruments,7,23533.07,164731.52,72.86
TXN-000042,2025-02-01T00:17:00.582006,CUST-0017,academic,LAB-0976,lab_equipment,12,329.56,3954.68,85.9
TXN-000042,2025-02-01T00:17:00.582006,CUST-0017,academic,CHE-0025,chemicals,6,704.64,4227.81,72.11
TXN-000043,2024-11-04T00:17:00.582006,CUST-0067,pharma_enterprise,CON-0303,consumables,13,27.03,351.36,19.14
TXN-000043,2024-11-04T00:17:00.582006,CUST-0067,pharma_enterprise,REA-0673,reagents,1,365.2,365.2,25.24
TXN-000043,2024-11-04T00:17:00.582006,CUST-0067,pharma_enterprise,CHE-0384,chemicals,19,567.56,10783.61,20.07
TXN-000043,2024-11-04T00:17:00.582006,CUST-0067,pharma_enterprise,CHE-0859,chemicals,17,612.59,10414.06,70.96
TXN-000043,2024-11-04T00:17:00.582006,CUST-0067,pharma_enterprise,INS-0903,instruments,12,15943.32,191319.89,14.96
TXN-000043,2024-11-04T00:17:00.582006,CUST-0067,pharma_enterprise,INS-0508,instruments,19,3379.61,64212.61,78.49
TXN-000044,2024-09-20T00:17:00.582006,CUST-0053,research_institute,REA-0715,reagents,6,255.06,1530.35,34.3
TXN-000044,2024-09-20T00:17:00.582006,CUST-0053,research_institute,CON-0912,consumables,18,192.44,3463.88,98.89
TXN-000044,2024-09-20T00:17:00.582006,CUST-0053,research_institute,CON-0080,consumables,19,120.22,2284.12,76.23
TXN-000044,2024-09-20T00:17:00.582006,CUST-0053,research_institute,REA-0047,reagents,14,378.33,5296.6,10.65
TXN-000045,2025-04-04T00:17:00.582006,CUST-0044,pharma_enterprise,CHE-0467,chemicals,3,176.12,528.36,40.68
TXN-000046,2024-11-17T00:17:00.582006,CUST-0195,academic,LAB-0851,lab_equipment,4,1314.82,5259.3,70.81
TXN-000046,2024-11-17T00:17:00.582006,CUST-0195,academic,LAB-0753,lab_equipment,3,289.11,867.33,71.53
TXN-000046,2024-11-17T00:17:00.582006,CUST-0195,academic,CHE-0875,chemicals,19,363.33,6903.23,82.0
TXN-000046,2024-11-17T00:17:00.582006,CUST-0195,academic,REA-0459,reagents,19,271.97,5167.5,31.22
TXN-000047,2024-12-12T00:17:00.582006,CUST-0061,academic,CHE-0995,chemicals,10,417.36,4173.55,31.18
TXN-000048,2025-02-03T00:17:00.582006,CUST-0195,academic,LAB-0037,lab_equipment,4,1322.73,5290.92,90.01
TXN-000048,2025-02-03T00:17:00.582006,CUST-0195,academic,REA-0842,reagents,5,215.94,1079.68,82.25
TXN-000048,2025-02-03T00:17:00.582006,CUST-0195,academic,REA-0282,reagents,13,362.17,4708.15,60.82
TXN-000049,2024-12-02T00:17:00.582006,CUST-0021,pharma_enterprise,CON-0323,consumables,19,160.32,3046.17,37.46
TXN-000049,2024-12-02T00:17:00.582006,CUST-0021,pharma_enterprise,LAB-0255,lab_equipment,16,749.2,11987.21,30.74
TXN-000049,2024-12-02T00:17:00.582006,CUST-0021,pharma_enterprise,CON-0225,consumables,17,18.72,318.18,80.13
TXN-000049,2024-12-02T00:17:00.582006,CUST-0021,pharma_enterprise,CON-0970,consumables,3,32.02,96.06,51.14
TXN-000049,2024-12-02T00:17:00.582006,CUST-0021,pharma_enterprise,CHE-0131,chemicals,16,114.31,1828.95,39.5
TXN-000049,2024-12-02T00:17:00.582006,CUST-0021,pharma_enterprise,LAB-0524,lab_equipment,15,2053.6,30803.99,78.0
TXN-000050,2025-03-01T00:17:00.582006,CUST-0068,academic,LAB-0168,lab_equipment,15,602.33,9034.97,81.15
TXN-000050,2025-03-01T00:17:00.582006,CUST-0068,academic,CON-0299,consumables,9,76.77,690.89,30.98
TXN-000050,2025-03-01T00:17:00.582006,CUST-0068,academic,REA-0822,reagents,1,109.06,109.06,98.88
TXN-000050,2025-03-01T00:17:00.582006,CUST-0068,academic,REA-0688,reagents,18,202.08,3637.46,87.42
TXN-000050,2025-03-01T00:17:00.582006,CUST-0068,academic,CON-0317,consumables,4,152.52,610.09,27.3
TXN-000051,2025-06-12T00:17:00.582006,CUST-0119,pharma_enterprise,REA-0688,reagents,3,274.59,823.78,84.64
TXN-000051,2025-06-12T00:17:00.582006,CUST-0119,pharma_enterprise,CON-0803,consumables,18,35.52,639.4,10.31
TXN-000052,2025-01-15T00:17:00.582006,CUST-0016,research_institute,INS-0994,instruments,10,13670.04,136700.4,86.42
TXN-000052,2025-01-15T00:17:00.582006,CUST-0016,research_institute,REA-0722,reagents,12,437.33,5247.99,63.33
TXN-000052,2025-01-15T00:17:00.582006,CUST-0016,research_institute,CHE-0711,chemicals,15,226.01,3390.12,59.97
TXN-000052,2025-01-15T00:17:00.582006,CUST-0016,research_institute,REA-0999,reagents,15,224.55,3368.26,79.21
TXN-000052,2025-01-15T00:17:00.582006,CUST-0016,research_institute,CON-0547,consumables,2,152.51,305.02,48.57
TXN-000052,2025-01-15T00:17:00.582006,CUST-0016,research_institute,INS-0826,instruments,10,11495.93,114959.35,84.04
TXN-000052,2025-01-15T00:17:00.582006,CUST-0016,research_institute,LAB-0609,lab_equipment,5,938.61,4693.07,62.12
TXN-000053,2025-07-02T00:17:00.582006,CUST-0114,academic,REA-0801,reagents,17,348.75,5928.69,82.59
TXN-000053,2025-07-02T00:17:00.582006,CUST-0114,academic,INS-0545,instruments,1,19652.72,19652.72,40.42
TXN-000054,2024-09-08T00:17:00.582006,CUST-0161,pharma_enterprise,REA-0099,reagents,17,340.52,5788.86,61.7
TXN-000054,2024-09-08T00:17:00.582006,CUST-0161,pharma_enterprise,REA-0179,reagents,17,281.07,4778.11,28.15
TXN-000054,2024-09-08T00:17:00.582006,CUST-0161,pharma_enterprise,INS-0250,instruments,5,15654.29,78271.44,21.56
TXN-000054,2024-09-08T00:17:00.582006,CUST-0161,pharma_enterprise,CON-0897,consumables,8,65.13,521.07,34.2
TXN-000054,2024-09-08T00:17:00.582006,CUST-0161,pharma_enterprise,REA-0539,reagents,12,153.5,1841.98,81.67
TXN-000054,2024-09-08T00:17:00.582006,CUST-0161,pharma_enterprise,INS-0744,instruments,6,4576.84,27461.06,41.63
TXN-000054,2024-09-08T00:17:00.582006,CUST-0161,pharma_enterprise,LAB-0661,lab_equipment,16,1511.37,24181.98,87.6
TXN-000055,2024-09-03T00:17:00.582006,CUST-0088,biotech_startup,CON-0089,consumables,4,179.34,717.35,26.38
TXN-000055,2024-09-03T00:17:00.582006,CUST-0088,biotech_startup,CHE-0878,chemicals,10,361.84,3618.41,46.07
TXN-000055,2024-09-03T00:17:00.582006,CUST-0088,biotech_startup,LAB-0267,lab_equipment,1,1675.09,1675.09,74.09
TXN-000055,2024-09-03T00:17:00.582006,CUST-0088,biotech_startup,CON-0664,consumables,8,61.75,493.98,38.14
TXN-000055,2024-09-03T00:17:00.582006,CUST-0088,biotech_startup,INS-0242,instruments,14,21295.94,298143.12,93.32
TXN-000055,2024-09-03T00:17:00.582006,CUST-0088,biotech_startup,REA-0840,reagents,1,222.81,222.81,23.42
TXN-000056,2025-02-12T00:17:00.582006,CUST-0187,biotech_startup,CHE-0577,chemicals,12,481.03,5772.38,84.75
TXN-000057,2025-04-06T00:17:00.582006,CUST-0049,academic,CHE-0707,chemicals,4,400.7,1602.81,19.53
TXN-000057,2025-04-06T00:17:00.582006,CUST-0049,academic,CON-0547,consumables,10,156.98,1569.8,24.03
TXN-000057,2025-04-06T00:17:00.582006,CUST-0049,academic,CON-0622,consumables,11,96.96,1066.61,26.33
TXN-000057,2025-04-06T00:17:00.582006,CUST-0049,academic,REA-0273,reagents,6,279.52,1677.12,49.63
TXN-000057,2025-04-06T00:17:00.582006,CUST-0049,academic,CON-0155,consumables,3,116.4,349.2,28.99
TXN-000057,2025-04-06T00:17:00.582006,CUST-0049,academic,INS-0093,instruments,17,16757.66,284880.15,42.76
TXN-000058,2024-08-12T00:17:00.582006,CUST-0104,pharma_enterprise,REA-0141,reagents,6,293.61,1761.68,31.95
TXN-000058,2024-08-12T00:17:00.582006,CUST-0104,pharma_enterprise,INS-0627,instruments,19,19030.8,361585.19,34.19
