transaction_id,date,customer_id,segment,sku,product_name,category,supplier,quantity,unit_price,base_price,total_amount,country,weight_kg,is_real_data,data_source
UCI000014,2024-08-19,BIO9369,Biotech Startup,LS14101,pH Meter Elite 8616,instruments,Bio-Rad,8,2172.3054831066274,840.0765593480327,11348.119337520813,United Kingdom,6.372719212321103,True,UCI Online Retail II
UCI000015,2025-02-05,CRO9988,CRO,LS95017,Tips Basic 361,consumables,Sigma-Aldrich,4,488.8995977286378,1779.2364415813793,12086.623055584038,United Kingdom,9.365956518594045,True,UCI Online Retail II
UCI000016,2025-07-26,CRO6423,CRO,LS64060,Antibody Pro 5356,reagents,Bio-Rad,5,377.0761458281385,94.59982900446487,2418.55953100845,United Kingdom,2.4028641891081097,True,UCI Online Retail II
UCI000017,2025-05-18,CRO4981,CRO,LS21200,Buffer Solution Standard 1772,reagents,Sigma-Aldrich,17,441.6601341092893,649.7710363605829,2792.8106394456668,United Kingdom,8.32271000826462,True,UCI Online Retail II
UCI000018,2025-07-10,BIO3335,Biotech Startup,LS24545,Buffer Solution Standard 8517,reagents,Eppendorf,6,1877.4148450568177,3399.8960924894827,18454.00599224763,United Kingdom,8.544973026404719,True,UCI Online Retail II
UCI000019,2024-08-17,ACA3553,Academic,LS46454,Tubes Basic 6740,consumables,Thermo Fisher,7,558.1721080712517,899.7906292522501,6791.727173578403,United Kingdom,2.3121258502654376,True,UCI Online Retail II
UCI000020,2025-05-25,CRO3942,CRO,LS87878,Buffer Solution Pro 3190,reagents,Eppendorf,15,61.22244417519471,160.9715372563536,5171.373618548912,United Kingdom,3.0347476563055484,True,UCI Online Retail II
UCI000021,2024-12-12,BIO4624,Biotech Startup,LS19816,Lab Supply Basic 5172,safety_equipment,Sigma-Aldrich,10,491.6815709313371,584.9988774630168,16759.40501469023,United Kingdom,4.657677211554621,True,UCI Online Retail II
UCI000022,2025-05-03,RES5053,Research Institute,LS59831,Salt Pro 6256,chemicals,Sigma-Aldrich,10,1510.4210401114847,1306.4278532874916,8926.623423489877,United Kingdom,2.085063534584159,True,UCI Online Retail II
UCI000023,2024-12-08,GOV9141,Government Lab,LS86016,Antibody Pro 4265,reagents,Sigma-Aldrich,10,1319.3529571630124,1818.5680565295258,5026.497494379129,United Kingdom,9.71005336111655,True,UCI Online Retail II
UCI000024,2024-12-20,GOV9970,Government Lab,LS17934,Lab Supply Advanced 6437,safety_equipment,Thermo Fisher,10,3346.7580106001487,1436.3215302472925,18924.13694238277,United Kingdom,9.272776735502793,True,UCI Online Retail II
UCI000025,2024-11-19,PHA3322,Pharma Enterprise,LS50241,Lab Supply Advanced 6314,safety_equipment,Bio-Rad,3,43.02377417793817,44.366438358018954,108.22224619979843,United Kingdom,8.721803223537183,True,UCI Online Retail II
UCI000026,2025-04-10,RES9429,Research Institute,LS62897,Pipette Elite 9023,lab_equipment,Sigma-Aldrich,13,527.8895483493327,149.1397654930609,3454.4883888668483,United Kingdom,1.8966017702027334,True,UCI Online Retail II
UCI000027,2025-04-27,RES7272,Research Institute,LS77836,Indicator Standard 1792,chemicals,Eppendorf,11,615.4848212005815,412.70558820952294,6300.778867547665,United Kingdom,4.5358600206221915,True,UCI Online Retail II
UCI000028,2024-11-28,ACA3246,Academic,LS87961,Thermometer Standard 9787,instruments,Eppendorf,8,20.453032965576277,52.666730981594604,320.3490639309496,United Kingdom,2.747445239714772,True,UCI Online Retail II
UCI000029,2024-12-17,GOV7346,Government Lab,LS42532,Filters Standard 3085,consumables,Eppendorf,16,2886.3175084152467,1992.1987406134915,25924.073059686434,United Kingdom,5.755761772955078,True,UCI Online Retail II
UCI000030,2025-01-13,RES4896,Research Institute,LS71229,Antibody Elite 2452,reagents,Eppendorf,3,1753.0092599659988,1282.6506662408021,5842.977362652629,United Kingdom,8.039611298912872,True,UCI Online Retail II
UCI000031,2025-04-27,CRO4434,CRO,LS62019,Filters Advanced 9111,consumables,Sigma-Aldrich,9,1070.0001105822505,830.8748968775893,5424.558169758454,United Kingdom,1.6524042069169023,True,UCI Online Retail II
UCI000032,2025-07-06,RES9991,Research Institute,LS60046,Balance Advanced 7858,lab_equipment,Bio-Rad,20,1344.334001997694,1286.4552907529733,38308.650523678334,United Kingdom,2.3492508205122293,True,UCI Online Retail II
UCI000033,2024-11-20,PHA5777,Pharma Enterprise,LS42036,Filters Pro 947,consumables,Bio-Rad,15,752.453907317491,1040.5491433572254,17772.18423678362,United Kingdom,0.15103674827156824,True,UCI Online Retail II
UCI000034,2025-02-10,CRO2979,CRO,LS63330,Lab Supply Basic 9548,safety_equipment,Thermo Fisher,20,1383.2936371257485,899.0832130556031,49088.88743597955,United Kingdom,1.7489341373438767,True,UCI Online Retail II
UCI000035,2025-02-03,BIO6562,Biotech Startup,LS98750,Tips Elite 4783,consumables,Thermo Fisher,13,4283.828410154699,2437.1521946153202,29497.644313215755,United Kingdom,3.7471741405503773,True,UCI Online Retail II
UCI000036,2024-11-22,ACA1595,Academic,LS96368,Pipette Standard 7764,lab_equipment,Sigma-Aldrich,3,2099.214179357395,971.9312615239305,6743.133445000782,United Kingdom,3.709518992621149,True,UCI Online Retail II
UCI000037,2025-01-13,PHA1934,Pharma Enterprise,LS48768,Slides Elite 4818,consumables,Bio-Rad,8,415.87161208290735,512.6922587728818,2455.2171615297193,United Kingdom,1.322273915210535,True,UCI Online Retail II
UCI000038,2024-10-07,BIO5836,Biotech Startup,LS15784,Tubes Standard 782,consumables,Thermo Fisher,13,3653.3185233457148,3408.165209520926,32992.20277085192,United Kingdom,1.3806512901286945,True,UCI Online Retail II
UCI000039,2025-03-16,PHA8230,Pharma Enterprise,LS68857,Filters Advanced 5335,consumables,Sigma-Aldrich,10,138.81087065105615,348.138515349303,2935.4626566549514,United Kingdom,5.941202023359144,True,UCI Online Retail II
UCI000040,2025-07-04,CRO7114,CRO,LS86539,Pipette Basic 7363,lab_equipment,Sigma-Aldrich,16,1895.0716594325093,1744.9737003876724,11869.669171055708,United Kingdom,5.654325391572692,True,UCI Online Retail II
UCI000041,2025-06-21,GOV2684,Government Lab,LS35586,Plates Pro 8471,consumables,Bio-Rad,13,92.41870993412876,168.38467812998275,2583.4197632386977,United Kingdom,3.4743392077002224,True,UCI Online Retail II
UCI000042,2025-05-26,GOV6297,Government Lab,LS93686,Lab Supply Pro 6847,safety_equipment,Sigma-Aldrich,19,3453.101426551068,1991.228341032035,64362.306259259065,United Kingdom,5.62061784092612,True,UCI Online Retail II
UCI000043,2025-02-13,CRO4207,CRO,LS72699,Solvent Basic 106,chemicals,Thermo Fisher,17,361.35047105732593,312.1935921878657,20808.683244820284,United Kingdom,6.044170142859942,True,UCI Online Retail II
UCI000044,2025-02-02,GOV5570,Government Lab,LS80513,Thermometer Standard 8524,instruments,Eppendorf,5,196.67159278863264,41.1986187246745,131.37068089455232,United Kingdom,7.42960878384564,True,UCI Online Retail II
UCI000045,2025-01-17,PHA4950,Pharma Enterprise,LS25666,Growth Medium Standard 3189,reagents,Thermo Fisher,10,311.1953906125903,245.40074599079776,4881.046228791212,United Kingdom,8.632597367512059,True,UCI Online Retail II
UCI000046,2025-04-21,PHA2635,Pharma Enterprise,LS41452,Tips Elite 4243,consumables,Eppendorf,10,3940.2959377932175,2160.7802997409767,18292.13442659492,United Kingdom,8.405188730750455,True,UCI Online Retail II
UCI000047,2024-09-06,CRO8692,CRO,LS29564,Incubator Basic 8669,lab_equipment,Eppendorf,10,728.6565611737208,573.9194528431909,1885.3194021539282,United Kingdom,4.0570298838324454,True,UCI Online Retail II
UCI000048,2024-10-17,CRO4598,CRO,LS50145,Lab Supply Pro 5519,safety_equipment,Bio-Rad,8,1661.105252297383,2568.6466441630846,9200.411566603321,United Kingdom,2.822483225954742,True,UCI Online Retail II
UCI000049,2025-05-28,ACA8714,Academic,LS57858,Tips Basic 3604,consumables,Sigma-Aldrich,20,4456.412464152311,2508.939052496534,57727.10834610187,United Kingdom,8.882506936281363,True,UCI Online Retail II
UCI000050,2025-07-30,GOV4738,Government Lab,LS26592,Chromatograph Advanced 1458,instruments,Sigma-Aldrich,19,2628.505584101849,2618.7736516936443,14641.974806822549,United Kingdom,7.010429264214604,True,UCI Online Retail II
UCI000051,2024-08-10,BIO8761,Biotech Startup,LS85186,Indicator Standard 2065,chemicals,Eppendorf,14,571.65414659203,568.8241671042862,2049.8210842196786,United Kingdom,1.831108094801022,True,UCI Online Retail II
UCI000052,2024-09-01,GOV5915,Government Lab,LS31008,Balance Elite 6911,lab_equipment,Thermo Fisher,2,1659.5934859613046,411.6852333327018,1302.9140582739628,United Kingdom,3.5574152467680897,True,UCI Online Retail II
UCI000053,2025-07-05,ACA3315,Academic,LS27898,Tubes Elite 7562,consumables,Sigma-Aldrich,20,502.1829508727116,442.36978997656513,4709.559786505752,United Kingdom,1.2607924905013732,True,UCI Online Retail II
UCI000054,2024-09-30,ACA2597,Academic,LS34829,Lab Supply Advanced 7968,safety_equipment,Sigma-Aldrich,4,2239.671678233778,293.421838903035,6312.922589220919,United Kingdom,6.639916378409343,True,UCI Online Retail II
UCI000055,2024-10-04,PHA3827,Pharma Enterprise,LS44559,Slides Advanced 3438,consumables,Sigma-Aldrich,1,1285.424463709551,667.412406348189,2170.576543485405,United Kingdom,9.012470028155201,True,UCI Online Retail II
UCI000056,2024-10-12,ACA4339,Academic,LS97100,Tips Advanced 6307,consumables,Eppendorf,9,478.8637025609482,2062.0295140010667,3883.587572171083,United Kingdom,5.236425430007798,True,UCI Online Retail II
UCI000057,2025-01-29,BIO6562,Biotech Startup,LS69774,Antibody Basic 4886,reagents,Thermo Fisher,10,1210.88403455873,1466.7392767326112,7798.103609720393,United Kingdom,8.219284367133142,True,UCI Online Retail II
UCI000058,2025-03-01,GOV6756,Government Lab,LS79788,Slides Advanced 8099,consumables,Bio-Rad,4,3967.301171228568,2308.776272522092,13873.280939828257,United Kingdom,7.535662688218203,True,UCI Online Retail II
UCI000059,2025-01-05,RES3162,Research Institute,LS91290,Lab Supply Elite 5014,safety_equipment,Sigma-Aldrich,16,1085.7484164711238,2277.456206140842,52195.717303674865,United Kingdom,5.738001887842596,True,UCI Online Retail II
UCI000060,2025-04-25,PHA7446,Pharma Enterprise,LS55489,Salt Basic 749,chemicals,Sigma-Aldrich,17,2682.1550951378485,569.6601175744509,31577.328304822604,United Kingdom,6.3362166011556065,True,UCI Online Retail II
UCI000061,2024-08-25,CRO8284,CRO,LS13074,pH Meter Elite 7691,instruments,Bio-Rad,19,2994.296706115992,3783.345337957874,32420.54442552897,United Kingdom,6.305277608573193,True,UCI Online Retail II
UCI000062,2024-08-19,BIO4739,Biotech Startup,LS70522,Indicator Basic 3205,chemicals,Eppendorf,16,281.1986691972132,1598.43036875307,19761.399636541664,United Kingdom,8.239042944752617,True,UCI Online Retail II
UCI000063,2025-06-06,RES3227,Research Institute,LS73789,Slides Pro 2670,consumables,Eppendorf,8,1655.6859329232107,2110.466752830517,22430.287831876776,United Kingdom,7.809858793203562,True,UCI Online Retail II
UCI000064,2024-09-05,GOV4978,Government Lab,LS13297,Pipette Basic 6921,lab_equipment,Eppendorf,7,1246.4771493465146,593.9153735361218,9169.536836581128,United Kingdom,4.356508953570373,True,UCI Online Retail II
UCI000065,2025-02-06,CRO2080,CRO,LS21594,Enzyme Standard 7830,reagents,Thermo Fisher,11,2477.1359312066347,3619.013745028199,25945.913307071372,United Kingdom,7.213674549531248,True,UCI Online Retail II
UCI000066,2024-08-31,PHA2310,Pharma Enterprise,LS89188,Enzyme Standard 4109,reagents,Thermo Fisher,13,2133.659344804784,3739.877557237924,41997.90724292667,United Kingdom,1.7382715796529566,True,UCI Online Retail II
UCI000067,2024-12-14,PHA2605,Pharma Enterprise,LS38237,Slides Advanced 2457,consumables,Bio-Rad,3,106.6822835592984,107.1893639540181,200.96662735238857,United Kingdom,5.283093492837173,True,UCI Online Retail II
UCI000068,2025-07-12,BIO7112,Biotech Startup,LS86299,Tips Pro 6449,consumables,Eppendorf,20,825.3249471655045,215.99761200934512,14818.338424191563,United Kingdom,1.8411966308694594,True,UCI Online Retail II
UCI000069,2024-10-27,PHA9660,Pharma Enterprise,LS41425,Tips Pro 1288,consumables,Eppendorf,11,1383.3013324086205,1528.119356180399,5251.118158486594,United Kingdom,1.45239410118128,True,UCI Online Retail II
UCI000070,2025-06-03,RES9247,Research Institute,LS80550,Filters Basic 1384,consumables,Thermo Fisher,10,317.44249322471677,197.262186908323,1729.4814671592442,United Kingdom,8.550796724108025,True,UCI Online Retail II
UCI000071,2024-09-11,RES5863,Research Institute,LS90055,Indicator Elite 154,chemicals,Sigma-Aldrich,14,498.63783601506213,504.70615470131946,6590.433422693391,United Kingdom,5.357121136566462,True,UCI Online Retail II
UCI000072,2024-09-14,ACA7159,Academic,LS85248,Thermometer Elite 7449,instruments,Thermo Fisher,17,3496.225977210724,2808.874299807872,40156.053027549686,United Kingdom,8.42502593601983,True,UCI Online Retail II
UCI000073,2024-10-11,PHA4964,Pharma Enterprise,LS21520,Slides Advanced 4765,consumables,Bio-Rad,6,1060.1715539985682,493.93834147202415,10034.885987645644,United Kingdom,8.662080579394877,True,UCI Online Retail II
UCI000074,2025-04-20,CRO1391,CRO,LS64514,Thermometer Advanced 5189,instruments,Bio-Rad,19,2113.229965754593,2808.460718363808,85184.12281354298,United Kingdom,2.2962612528138013,True,UCI Online Retail II
UCI000075,2025-05-20,GOV9255,Government Lab,LS19700,Filters Advanced 6968,consumables,Sigma-Aldrich,18,1114.541949500016,1949.27274502068,9758.420260965348,United Kingdom,8.715575757404784,True,UCI Online Retail II
UCI000076,2024-10-29,RES7891,Research Institute,LS24427,Buffer Solution Elite 5414,reagents,Thermo Fisher,19,69.74025613403832,77.95956883363733,983.3764551781544,United Kingdom,8.145793411066483,True,UCI Online Retail II
UCI000077,2024-10-31,ACA5300,Academic,LS53982,Salt Advanced 9821,chemicals,Sigma-Aldrich,9,291.4825658384765,417.3623710110559,14500.355752665882,United Kingdom,3.724698433484348,True,UCI Online Retail II
UCI000078,2025-05-09,BIO3329,Biotech Startup,LS11343,Antibody Standard 1609,reagents,Sigma-Aldrich,13,682.3188132594553,190.78788408617393,7844.5715408347105,United Kingdom,8.34401915785665,True,UCI Online Retail II
UCI000079,2025-05-09,GOV1457,Government Lab,LS85745,Incubator Standard 1033,lab_equipment,Eppendorf,15,750.5671026339317,233.56296447253794,4081.889658846881,United Kingdom,5.329624055643276,True,UCI Online Retail II
UCI000080,2025-05-14,ACA4891,Academic,LS86877,Plates Standard 2037,consumables,Sigma-Aldrich,15,546.8594024582924,2872.1132241343594,53020.23987686054,United Kingdom,2.2052602033844044,True,UCI Online Retail II
UCI000081,2024-12-24,RES6367,Research Institute,LS65874,Filters Advanced 9298,consumables,Thermo Fisher,12,239.85332166250458,87.43337118055403,2520.569212135087,United Kingdom,4.600559784715542,True,UCI Online Retail II
UCI000082,2024-08-18,ACA7875,Academic,LS14628,Spectrometer Standard 4751,instruments,Eppendorf,18,576.4462975856447,1222.0311130643806,24819.50686558926,United Kingdom,5.2124868310116685,True,UCI Online Retail II
UCI000083,2025-03-30,CRO6286,CRO,LS30064,Thermometer Basic 6908,instruments,Eppendorf,20,1663.3403892142617,204.1404445349372,26645.88070426889,United Kingdom,5.0491828872814315,True,UCI Online Retail II
UCI000084,2024-12-18,CRO1258,CRO,LS49894,Lab Supply Elite 3672,safety_equipment,Sigma-Aldrich,5,410.19404132191283,237.63519496357318,325.27691655041434,United Kingdom,8.356780692534496,True,UCI Online Retail II
UCI000085,2025-05-17,BIO6294,Biotech Startup,LS95739,Indicator Basic 6817,chemicals,Eppendorf,2,869.9444474532222,1615.9882600397966,4040.124790048396,United Kingdom,5.431102248749414,True,UCI Online Retail II
UCI000086,2024-11-13,BIO4589,Biotech Startup,LS42489,Enzyme Advanced 1085,reagents,Thermo Fisher,16,2465.4431563406683,1285.1767108899603,29445.855516068208,United Kingdom,0.4001883286752189,True,UCI Online Retail II
UCI000087,2025-01-02,GOV3732,Government Lab,LS39682,Antibody Elite 7835,reagents,Thermo Fisher,6,230.24612902819848,241.97505304577052,840.3861125551364,United Kingdom,8.140926451717148,True,UCI Online Retail II
UCI000088,2024-10-17,RES7673,Research Institute,LS43079,Plates Standard 2007,consumables,Sigma-Aldrich,2,3422.8746937652672,1261.0202490524364,3145.2310009062376,United Kingdom,4.219910970747036,True,UCI Online Retail II
UCI000089,2024-09-02,RES7016,Research Institute,LS72051,Antibody Advanced 1707,reagents,Bio-Rad,5,1991.252716013126,2642.231276575768,14586.412063552887,United Kingdom,2.536588335855121,True,UCI Online Retail II
UCI000090,2024-09-08,RES3341,Research Institute,LS91690,Microscope Standard 8193,lab_equipment,Eppendorf,4,3770.727957862922,3412.2388061453444,8053.947405171604,United Kingdom,5.371164553080772,True,UCI Online Retail II
UCI000091,2024-11-01,CRO4616,CRO,LS59662,Microscope Advanced 7600,lab_equipment,Bio-Rad,18,67.43415535327861,173.15651561705795,10894.779926562971,United Kingdom,5.3670053218325195,True,UCI Online Retail II
UCI000092,2025-06-15,PHA3079,Pharma Enterprise,LS74832,Thermometer Advanced 5409,instruments,Eppendorf,3,2536.564280114014,1058.9708521124019,1518.6516463690868,United Kingdom,1.046062574032777,True,UCI Online Retail II
UCI000093,2024-09-18,GOV1262,Government Lab,LS49322,Solvent Standard 7862,chemicals,Eppendorf,11,530.7182697916195,1138.3488709051016,4504.521288966202,United Kingdom,2.397909396892857,True,UCI Online Retail II
UCI000094,2025-05-16,BIO2935,Biotech Startup,LS79342,Growth Medium Pro 9999,reagents,Eppendorf,9,70.68292257857388,184.48358402858693,2199.1692540053227,United Kingdom,2.5410199622714327,True,UCI Online Retail II
UCI000095,2024-12-16,ACA6293,Academic,LS84829,Incubator Standard 2652,lab_equipment,Eppendorf,9,1490.364884286747,2170.8327340794644,8986.5453844197,United Kingdom,7.5008079612180785,True,UCI Online Retail II
UCI000096,2024-10-14,ACA6818,Academic,LS70172,Tubes Advanced 4637,consumables,Eppendorf,17,4396.729811129051,3779.970347824498,11310.76531954605,United Kingdom,5.257171676998428,True,UCI Online Retail II
UCI000097,2025-07-10,CRO1691,CRO,LS40584,Tips Elite 5673,consumables,Bio-Rad,12,592.2428722225727,1164.2468626079826,20647.989699373935,United Kingdom,6.256319210024382,True,UCI Online Retail II
UCI000098,2025-07-17,PHA1140,Pharma Enterprise,LS28182,Lab Supply Basic 4674,safety_equipment,Thermo Fisher,10,1039.9902107420519,646.4776591188966,14885.370946281922,United Kingdom,9.849287036957998,True,UCI Online Retail II
UCI000099,2025-02-27,GOV1766,Government Lab,LS17222,Slides Standard 657,consumables,Sigma-Aldrich,17,3030.9537650905913,1334.214394512707,22315.38020607941,United Kingdom,8.819645251156503,True,UCI Online Retail II
UCI000100,2025-01-05,PHA1912,Pharma Enterprise,LS62222,Growth Medium Elite 8455,reagents,Thermo Fisher,18,929.9579329046994,502.90046231109557,6175.267469843142,United Kingdom,7.024480309497186,True,UCI Online Retail II
UCI000101,2025-02-25,BIO3988,Biotech Startup,LS77266,Tips Pro 6144,consumables,Bio-Rad,9,3197.2251402034203,3516.9994744831865,22195.135461391506,United Kingdom,7.618570708355563,True,UCI Online Retail II
UCI000102,2025-04-29,GOV8041,Government Lab,LS51170,Filters Standard 8991,consumables,Sigma-Aldrich,4,177.67123879826275,217.3386392476651,2014.8838062133736,United Kingdom,0.7590122644491236,True,UCI Online Retail II
UCI000103,2025-03-15,ACA9539,Academic,LS10548,Incubator Pro 4168,lab_equipment,Thermo Fisher,6,1645.7308670186003,280.87791201883635,7352.016259580837,United Kingdom,8.53515707102701,True,UCI Online Retail II
UCI000104,2024-10-30,BIO2748,Biotech Startup,LS59646,Filters Pro 5151,consumables,Bio-Rad,9,1872.1506901130613,4268.224167638107,23907.143084106752,United Kingdom,7.629282454623825,True,UCI Online Retail II
UCI000105,2025-06-18,RES3864,Research Institute,LS13014,Base Advanced 2285,chemicals,Bio-Rad,7,209.87362902183392,173.53740770044664,1496.2530322336086,United Kingdom,4.836926634231685,True,UCI Online Retail II
UCI000106,2024-10-07,PHA7574,Pharma Enterprise,LS84482,Filters Elite 9744,consumables,Sigma-Aldrich,19,2393.312229666999,2039.9843005707637,57268.06196725428,United Kingdom,5.734678898140918,True,UCI Online Retail II
UCI000107,2024-09-20,PHA9809,Pharma Enterprise,LS60182,Enzyme Pro 854,reagents,Thermo Fisher,20,3081.1599046080732,733.7905458304564,90732.77841826505,United Kingdom,8.107786681617766,True,UCI Online Retail II
UCI000108,2024-08-15,ACA5259,Academic,LS62738,Centrifuge Pro 7093,lab_equipment,Sigma-Aldrich,1,282.02922446681924,791.1045175753796,882.1845361470323,United Kingdom,7.067378857303817,True,UCI Online Retail II
UCI000109,2024-11-16,CRO1706,CRO,LS22336,Plates Pro 1574,consumables,Bio-Rad,12,2306.2353927556214,1068.9966730339772,34315.53864372648,United Kingdom,4.572476282104985,True,UCI Online Retail II
UCI000110,2025-06-27,CRO8914,CRO,LS78990,Centrifuge Elite 7332,lab_equipment,Bio-Rad,17,1994.9621213973073,674.3197544888818,60273.87378880703,United Kingdom,5.7340529271071885,True,UCI Online Retail II
UCI000111,2025-08-05,BIO6871,Biotech Startup,LS21933,Tips Pro 5029,consumables,Bio-Rad,20,574.8001536999805,661.9182027031511,3233.3089116195692,United Kingdom,8.59662514235572,True,UCI Online Retail II
UCI000112,2025-07-29,ACA5071,Academic,LS80928,Slides Basic 3881,consumables,Bio-Rad,6,2117.7293295983704,2115.1386957746818,7155.32967312803,United Kingdom,4.819494049178475,True,UCI Online Retail II
UCI000113,2025-01-12,ACA1812,Academic,LS72072,Lab Supply Pro 3217,safety_equipment,Bio-Rad,14,126.6169666091197,435.6457161325636,6944.393097916704,United Kingdom,5.359967665043516,True,UCI Online Retail II
UCI000114,2024-09-29,GOV1244,Government Lab,LS15861,Plates Standard 5268,consumables,Thermo Fisher,12,698.6963925217266,484.0349895809028,20169.52828061749,United Kingdom,9.582667024751572,True,UCI Online Retail II
UCI000115,2025-05-25,ACA5221,Academic,LS73419,Solvent Pro 8805,chemicals,Eppendorf,10,612.7570996727918,392.051646240901,16619.436283631814,United Kingdom,7.101239996422027,True,UCI Online Retail II
UCI000116,2024-08-17,ACA2721,Academic,LS12324,Lab Supply Basic 3075,safety_equipment,Sigma-Aldrich,20,2213.529811866197,859.0656178160281,34477.945408573665,United Kingdom,7.514673226913565,True,UCI Online Retail II
UCI000117,2024-11-25,PHA1425,Pharma Enterprise,LS97581,Slides Standard 986,consumables,Bio-Rad,20,167.04793838888338,70.15996843259309,739.5345626615349,United Kingdom,9.13481319192948,True,UCI Online Retail II
UCI000118,2025-01-31,GOV1465,Government Lab,LS71305,Tubes Standard 9056,consumables,Sigma-Aldrich,3,2015.1346480589405,2001.8147965991916,8133.138975344587,United Kingdom,9.937259591127477,True,UCI Online Retail II
UCI000119,2024-11-12,CRO1354,CRO,LS15240,Lab Supply Basic 5863,safety_equipment,Eppendorf,12,584.8742540602317,1136.7249037824863,16937.2027035147,United Kingdom,9.397720775669468,True,UCI Online Retail II
UCI000120,2025-08-10,GOV1360,Government Lab,LS97580,Slides Elite 3328,consumables,Bio-Rad,9,1155.9283387070352,927.9691719709448,24190.162017573715,United Kingdom,6.007956178490474,True,UCI Online Retail II
UCI000121,2025-06-19,GOV4429,Government Lab,LS46234,Microscope Advanced 9414,lab_equipment,Sigma-Aldrich,15,4439.552319014391,1605.637880977946,60374.18200946893,United Kingdom,0.2889318318887417,True,UCI Online Retail II
UCI000122,2024-11-04,GOV8609,Government Lab,LS48195,Plates Advanced 8066,consumables,Sigma-Aldrich,11,1269.2902560883501,624.0643462132355,7437.047019222813,United Kingdom,3.8753581070479264,True,UCI Online Retail II
UCI000123,2025-05-24,GOV6805,Government Lab,LS43026,Lab Supply Standard 9188,safety_equipment,Sigma-Aldrich,13,1401.9709241911908,2716.964727362198,37195.37306799544,United Kingdom,6.90592316465976,True,UCI Online Retail II
UCI000124,2025-05-29,CRO7771,CRO,LS15740,Slides Pro 5557,consumables,Sigma-Aldrich,14,952.4533659274997,583.0689824028356,22784.53445033392,United Kingdom,2.7853513201070292,True,UCI Online Retail II
UCI000125,2025-01-04,CRO2539,CRO,LS78630,Balance Basic 717,lab_equipment,Sigma-Aldrich,12,1053.2813826841762,1068.125922725179,13319.11726972591,United Kingdom,5.713539868261534,True,UCI Online Retail II
UCI000126,2025-01-15,CRO5759,CRO,LS58103,Centrifuge Elite 5310,lab_equipment,Bio-Rad,14,649.2055261698964,4463.006862025818,27708.812278375364,United Kingdom,7.779482855129522,True,UCI Online Retail II
